ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7688,7551,129,8
2,Andhra Pradesh,2073390,2056788,14445,2157
3,Arunachal Pradesh,55286,54973,280,33
4,Assam,617306,608713,6113,2480
5,Bihar,726230,716534,9664,32
6,Chandigarh,65478,64594,820,64
7,Chhattisgarh,1006898,992984,13593,321
8,Dadra and Nagar Haveli and Daman and Diu,10683,10679,4,0
9,Delhi,1441244,1415814,25098,332
10,Goa,179088,175323,3385,380
11,Gujarat,827615,817203,10094,318
12,Haryana,771780,761544,10054,182
13,Himachal Pradesh,227405,222756,3852,797
14,Jammu and Kashmir,337444,331257,4479,1708
15,Jharkhand,349282,344049,5141,92
16,Karnataka,2997246,2952101,38220,6925
17,Kerala,5156914,5070497,41124,45293
18,Ladakh,21669,21143,215,311
19,Lakshadweep,10397,10330,51,16
20,Madhya Pradesh,793214,782552,10528,134
21,Maharashtra,6637289,6485335,141149,10805
22,Manipur,125297,122951,1980,366
23,Meghalaya,84556,82785,1475,296
24,Mizoram,136080,131956,504,3620
25,Nagaland,32130,31309,699,122
26,Odisha,1049867,1039204,8418,2245
27,Puducherry,129028,126855,1874,299
28,Punjab,603410,586444,16607,359
29,Rajasthan,954848,945679,8955,214
30,Sikkim,32343,31734,403,206
31,Tamil Nadu,2729061,2684450,36513,8098
32,Telangana,676574,668854,3997,3723
33,Tripura,84844,83931,825,88
34,Uttarakhand,344335,336740,7408,187
35,Uttar Pradesh,1710425,1687421,22911,93
36,West Bengal,1618016,1590823,19523,7670
