ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7394,7162,127,105
2,Andhra Pradesh,1844917,1767404,12269,65244
3,Arunachal Pradesh,32923,30163,159,2601
4,Assam,480730,441184,4178,35368
5,Bihar,719400,706461,9543,3396
6,Chandigarh,61403,60201,806,396
7,Chhattisgarh,990323,967415,13377,9531
8,Dadra and Nagar Haveli and Daman and Diu,10510,10432,4,74
9,Delhi,1432168,1404889,24907,2372
10,Goa,164229,157772,2984,3473
11,Gujarat,822149,805542,10028,6579
12,Haryana,767217,755324,9216,2677
13,Himachal Pradesh,200282,193853,3439,2990
14,Jammu and Kashmir,311209,297557,4238,9414
15,Jharkhand,344405,337667,5099,1639
16,Karnataka,2801936,2637279,33763,130894
17,Kerala,2797747,2678499,11948,107300
18,Ladakh,19783,19150,201,432
19,Lakshadweep,9430,9039,46,345
20,Madhya Pradesh,789174,777995,8737,2442
21,Maharashtra,5963420,5710356,117356,135708
22,Manipur,63538,52961,1039,9538
23,Meghalaya,44896,39377,776,4743
24,Mizoram,16943,13129,81,3733
25,Nagaland,24191,21744,468,1979
26,Odisha,873925,835132,3550,35243
27,Puducherry,114596,109083,1720,3793
28,Punjab,591762,567883,15802,8077
29,Rajasthan,950961,938619,8891,3451
30,Sikkim,19209,16167,291,2751
31,Tamil Nadu,2414680,2304885,31015,78780
32,Telangana,612196,590072,3556,18568
33,Tripura,62149,57086,646,4417
34,Uttarakhand,338508,328262,7026,3220
35,Uttar Pradesh,1704139,1677050,22132,4957
36,West Bengal,1479523,1439215,17295,23013
