ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,8289,7748,129,412
2,Andhra Pradesh,2084674,2062974,14505,7195
3,Arunachal Pradesh,55878,55061,282,535
4,Assam,631776,614991,6185,10600
5,Bihar,756045,718882,12111,25052
6,Chandigarh,70189,65182,1083,3924
7,Chhattisgarh,1032584,995075,13623,23886
8,Dadra and Nagar Haveli and Daman and Diu,10826,10705,4,117
9,Delhi,1590155,1490074,25200,74881
10,Goa,193977,178421,3537,12019
11,Gujarat,875777,828406,10133,37238
12,Haryana,805633,768717,10080,26836
13,Himachal Pradesh,234835,225475,3884,5476
14,Jammu and Kashmir,346506,337150,4546,4810
15,Jharkhand,386773,352555,5176,29042
16,Karnataka,3078129,2966461,38379,73289
17,Kerala,5300128,5205210,49776,45142
18,Ladakh,22727,22099,222,406
19,Lakshadweep,10423,10368,51,4
20,Madhya Pradesh,806803,784999,10539,11265
21,Maharashtra,6987938,6621070,141669,225199
22,Manipur,126344,123793,2012,539
23,Meghalaya,85463,83396,1489,578
24,Mizoram,148438,141235,564,6639
25,Nagaland,32331,31516,703,112
26,Odisha,1082769,1047783,8469,26517
27,Puducherry,131866,127629,1882,2355
28,Punjab,629899,589972,16692,23235
29,Rajasthan,988638,949063,8978,30597
30,Sikkim,33029,32125,410,494
31,Tamil Nadu,2829655,2717686,36886,75083
32,Telangana,697775,677234,4045,16496
33,Tripura,87298,84426,831,2041
34,Uttarakhand,354304,340271,7430,6603
35,Uttar Pradesh,1756929,1689526,22937,44466
36,West Bengal,1795430,1673258,19936,102236
